Name,Platform,Year,Genre,Global_Sales
Kung Fu Panda: Showdown of Legendary Legends,X360,2011,Action,0.02
Dead Rising,DS,2012,Platform,0.02
Homefront: The Revolution,Wii,2008,Shooter,0.02
Toki no Kizuna: Hanayui Tsuzuri,PS2,2007,Adventure,0.02
The Technomancer,PS3,2011,Adventure,0.02
Rinne no Lagrange: Kamogawa Days,Game BoyA,2002,Role-Playing,0.02
TOCA Race Driver 3,DS,2006,Strategy,0.02
Airport Simulator,PC,2005,Racing,0.02
Casper's Scare School: Spooky Sports Day,Game BoyA,2002,Platform,0.02
Code R,Wii,2009,Adventure,0.02
The Idolmaster: Gravure For You! Vol.8,PC,2012,Racing,0.02
Disney Sports Football,Game BoyA,2002,Role-Playing,0.02
Oil Rush,PS2,2007,Adventure,0.02
Cabela's Big Game Hunter: Pro Hunts,DS,2010,Misc,0.02
Chicken Hunter,PC,2011,Puzzle,0.02
Hakuoki: Shinkai - Furi no Shou,PSV,2016,Action,0.02
Demolition Company: Gold Edition,3DS,2015,Action,0.02
Headhunter: Redemption,Wii,2010,Puzzle,0.02
Onechanbara Special,PC,2005,Simulation,0.02
Daikaijuu Battle: Ultra Coliseum,PS,1997,Sports,0.02
Saki: Achiga-Hen Portable,Game BoyA,2002,Role-Playing,0.02
Bella Sara 2 - The Magic of Drasilmare,X360,2015,Racing,0.02
Minna de Dokusho: Keatai Shousetsu Desu,Wii,2008,Puzzle,0.02
Polar Bowler,PSP,2013,Adventure,0.02
Prehistorik Man,DS,2011,Puzzle,0.02
F1 2002,PC,2006,Shooter,0.02
Chicago Enforcer,PC,2012,Misc,0.02
Jinguuji Saburou DS: Akai Chou,PS4,2016,Action,0.02
Dance Dance Revolution Extra Mix,Wii,2007,Sports,0.02
UnchainBlades EXXiV,PSP,2010,Action,0.02
Princess Isabella: A Witch's Curse,PS2,2007,Fighting,0.02
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,PS4,2015,Action,0.02
The Legend of Heroes: Trails in the Sky Third Chapter,PC,2009,Strategy,0.02
Pippa Funnell: Ranch Rescue,PS,1999,Shooter,0.02
Jewel Link: Galactic Quest,PC,2008,Shooter,0.02
Super Bowling,PC,2006,Puzzle,0.02
Rat Attack!,PS2,2007,Role-Playing,0.02
Kawaii Koinu DS 3,PS2,2008,Adventure,0.02
Chuugen no Hasha: Sangoku Shouseiden,XB,2002,Sports,0.02
Chevrolet Camaro: Wild Ride,PC,2007,Racing,0.02
The Sims 2: Happy Holiday Stuff,Wii,2008,Racing,0.02
Largo Winch .// Commando Sar,PSV,2016,Role-Playing,0.02
Joker no Kuni no Alice: Wonderful Wonder World,X360,2006,Role-Playing,0.02
Cross Treasures,XB,2005,Action,0.02
Ruff Trigger: The Vanocore Conspiracy,PSP,2011,Misc,0.02
Silent Bomber,PSP,2013,Misc,0.02
Samurai & Dragons,Wii,2010,Puzzle,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PSP,2009,Adventure,0.02
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PS3,2015,Fighting,0.02
TalkMan,Wii,2012,Action,0.02
XGRA: Extreme G Racing Association,PC,2008,Shooter,0.02
Uta no * Prince-Sama,PS2,2008,Adventure,0.02
Ridge Racer Unbounded,X360,2009,Racing,0.02
Elminage Gothic: Ulm Zakir to Yami no Gishiki,DS,2009,Adventure,0.02
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PC,2009,Adventure,0.02
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,PS2,2008,Adventure,0.02
Invizimals: The Resistance,PS2,2006,Adventure,0.02
Anima - Gate of Memories,PS2,2006,Action,0.02
B-17: Fortress in the Sky,PSP,2005,Misc,0.02
Mushishi: Amefuru Sato,PSP,2010,Adventure,0.02
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2009,Role-Playing,0.02
The Legend of Heroes: Trails in the Sky Second Chapter,Game BoyA,2003,Role-Playing,0.02
Motocross Mania 3,XB,2006,Fighting,0.02
Psycho-Pass: Mandatory Happiness,XB,2004,Sports,0.02
ESPN MLS ExtraTime 2002,PSP,2007,Misc,0.02
Winning Post 7: Maximum 2007,DS,2006,Action,0.02
Resident Evil: Umbrella Corps,PC,2007,Racing,0.02
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PC,2009,Action,0.02
Vitamin R,PS2,2010,Adventure,0.02
Fist of the North Star: Ken's Rage 2,PSV,2015,Action,0.02
Maximum Racing: Crash Car Racer,PS,2002,Role-Playing,0.02
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,PS2,2002,Sports,0.02
Deus Ex: Mankind Divided,PC,2009,Action,0.02
Guitar Freaks V2 & DrumMania V2,DS,2007,Misc,0.02
Backyard Baseball '09,PSP,2012,Adventure,0.02
Puzzle City,PSP,2010,Adventure,0.02
Gakuen K: Wonderful School Days,PC,2010,Shooter,0.02
Worms,PS2,2006,Action,0.02
RollerCoaster Tycoon World,GC,2002,Sports,0.02
Pastel Chime Continue,PC,1998,Strategy,0.02
Trapped Dead,XB,2003,Racing,0.02
Super Fruit Fall,PS2,2005,Fighting,0.02
Zwei!!,PS2,2006,Racing,0.02
Pump It Up: Exceed,PC,2014,Shooter,0.02
Ro-Kyu-Bu! Lost Secret,PC,2001,Shooter,0.02
CV Casting Voice,PSV,2014,Misc,0.02
Littlest Pet Shop,PS3,2013,Action,0.02
Net High,PS3,2009,Adventure,0.02
Malice,PC,2003,Simulation,0.02
Defendin' De Penguin,PC,2007,Strategy,0.02
The Sims 2: Family Fun Stuff,PC,2014,Role-Playing,0.02
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,DS,2005,Puzzle,0.02
Worldwide Soccer Manager 2007,Wii,2009,Strategy,0.02
Heroes of the Pacific,PSP,2010,Misc,0.02
Kokoro Connect: Yochi Random,GC,2003,Sports,0.02
Tenkai Knights: Brave Battle,PC,2016,Sports,0.02
Mount & Blade: Warband,Wii,2007,Sports,0.02
Horrid Henry: Missions of Mischief,PC,2009,Racing,0.02
Dark Tales: Edgar Allan Poe's The Premature Burial,XOne,2015,Sports,0.02
Painkiller: Hell & Damnation,PS3,2015,Action,0.02
Resident Evil Zero,DS,2011,Shooter,0.02
Warship Gunner 2 Portable,XB,2006,Shooter,0.02
Nervous Brickdown,PSV,2015,Action,0.02
Downtown Nekketsu Jidaigek,DS,2005,Sports,0.02
Mini Ninjas,PSP,2007,Role-Playing,0.02
Legend of Kay Anniversary,PS,1999,Fighting,0.02
NHL 09,DS,2006,Puzzle,0.02
Spanish for Everyone!,XB,2005,Adventure,0.02
Battle Princess of Arcadias,PC,2011,Simulation,0.02
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PS2,2002,Sports,0.02
Germany's Next Topmodel 2011,PS2,2007,Misc,0.02
Winx Club: Saving Alfea,PS4,2016,Action,0.02
UFO: Trilogy,DS,2006,Simulation,0.02
Mount & Blade Collection,SNES,1996,Puzzle,0.02
Car Battler Joe,PS3,2013,Role-Playing,0.02
Vietcong,DS,2010,Adventure,0.02
StormLover Karen!!,PS3,2015,Action,0.02
Digimon Rumble Arena 2,PC,2001,Strategy,0.02
Steins;Gate: Hiyoku Renri no Darling,PS2,2007,Adventure,0.02
Ten Pin Alley 2,PC,2008,Role-Playing,0.02
Starship Troopers,DS,2009,Adventure,0.02
AIR,PS2,2006,Shooter,0.02
Crysis: Warhead,PS3,2011,Adventure,0.02
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2006,Puzzle,0.02
Dino Dini's Kick Off Revival,PC,2008,Adventure,0.02
Garfield Gets Real,PSP,2009,Action,0.02
Mighty No. 9,GC,2003,Misc,0.02
Atlantic Quest,PC,2005,Shooter,0.02
Tycoon City: New York,PC,2002,Strategy,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PSV,2016,Action,0.02
Agatha Christie: The ABC Murders,SAT,1996,Shooter,0.02
Virtua Pro Football,PSP,2006,Misc,0.02
Date-A-Live Twin Edition: Rio Reincarnation,DS,2011,Misc,0.02
Adidas Power Soccer 98,DS,2009,Strategy,0.02
Natsuiro High School: Seishun Hakusho,PSP,2011,Adventure,0.02
Black Rose Valkyrie,PC,2009,Racing,0.02
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),GC,2004,Shooter,0.02
Heroes VS,PS3,2010,Misc,0.02
Kazoku Keikaku,PS3,2014,Simulation,0.02
Sotsugyou II: Neo Generation Special,DS,2010,Simulation,0.02
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",DS,2008,Adventure,0.02
Agatha Christie's The ABC Murders,XB,2004,Action,0.02
Tom Clancy's Splinter Cell Classic Trilogy HD,Wii,N/A,Shooter,0.02
Aoishiro,PS3,2010,Action,0.02
Rainbow Islands Revolution,PS2,2002,Adventure,0.02
Virtual Kasparov,PC,2005,Adventure,0.02
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2007,Misc,0.02
Dynasty Warriors 8: Empires,PC,2010,Adventure,0.02
Mary King's Riding School,XOne,2016,Racing,0.02
PC Engine Best Collection: Tengai Makyou Collection,PS3,2013,Sports,0.02
Commandos 3: Destination Berlin,PC,2008,Sports,0.02
Otoko Yukaku,PC,2006,Strategy,0.02
Speed Kings,PS,1997,Sports,0.02
Rose to Tasogare no Kojou,DS,N/A,Platform,0.02
Army Rescue,PC,2008,Adventure,0.02
Azada,X360,2011,Sports,0.02
ESPN MLS ExtraTime 2002,PS2,2008,Adventure,0.02
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,DS,2007,Action,0.02
Dreamer Series: Horse Trainer,DS,2008,Adventure,0.02
Hogs of War,PSP,2011,Adventure,0.02
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2009,Strategy,0.02
Muchi Muchi Pork & Pink Sweets,PSP,2012,Action,0.02
Point Blank 3,PSP,2010,Adventure,0.02
Meiji Toukyou Renka,XB,2005,Fighting,0.02
Sengoku Basara: Sanada Yukimura-Den,PC,2007,Role-Playing,0.02
Hakuoki: Shinkai - Hana no Shou,Wii,2009,Puzzle,0.02
Mushihimesama,DS,2008,Sports,0.02
Uru: Ages Beyond Myst,PS2,2004,Adventure,0.02
Higurashi no Naku Koro ni: Jan,PSP,2012,Adventure,0.02
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PS3,2010,Adventure,0.02
Elvandia Story,PSV,2015,Adventure,0.02
Triggerheart Excelica Enhanced,Wii,2010,Sports,0.02
Puzzle Star Sweep,3DS,2012,Role-Playing,0.02
X-Plane 10 Global,PSP,2007,Racing,0.02
Chrysler Classic Racing,PC,2004,Role-Playing,0.02
The Conveni 4,GC,2004,Action,0.02
The Cheetah Girls,PC,2005,Simulation,0.02
WRC 2: FIA World Rally Championship,PC,2008,Strategy,0.02
uDraw Studio: Instant Artist,PS3,2011,Misc,0.02
Seitokai no Ichizon: DS-suru Seitokai,PC,2005,Role-Playing,0.02
Teenage Mutant Ninja Turtles Double Pack,PSP,2012,Action,0.02
Prism Ark: Awake,PSP,2007,Puzzle,0.02
Rozen Maiden: Duellwalzer,DS,2010,Puzzle,0.02
RuGame Boyy 06,PS3,2012,Action,0.02
Marvel Avengers: Battle for Earth,DS,2009,Simulation,0.02
Winter Blast: 9 Snow & Ice Games,PS2,2006,Adventure,0.02
Natsuiro High School: Seishun Hakusho,DS,2008,Misc,0.02
Kamen Rider: Battride War II,XB,2003,Racing,0.02
Shrek / Shark Tale Game Boy Advance Video,PS2,2006,Adventure,0.02
Urban Chaos: Riot Response,PS,2000,Shooter,0.02
Ginga Fukei Densetsu: Sapphire,DS,2011,Puzzle,0.02
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PSP,2006,Strategy,0.02
The Mummy,PSP,2005,Platform,0.02
Guitar Freaks V3 & DrumMania V3,DS,2012,Action,0.02
The Talos Principle,PC,2009,Strategy,0.02
Legendary,GC,2004,Shooter,0.02
Snow Portable,PC,2004,Shooter,0.02
Poyo Poyo Kansatsu Nikki,PS3,2014,Adventure,0.02
Jinsei Game DS,PSV,2014,Misc,0.02
Guitar Freaks & DrumMania: Masterpiece Gold,DS,2007,Action,0.02
Broken Sword: The Sleeping Dragon,SNES,1994,Fighting,0.02
Reversal Challenge,SAT,1994,Sports,0.02
Wild West Shootout,PC,2008,Action,0.02
Miyako,XB,2003,Racing,0.02
Motto NUGA-CEL!,Wii,2009,Puzzle,0.02
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),X360,2011,Misc,0.02
11eyes: CrossOver,3DS,N/A,Sports,0.02
Super Dodge Ball,PSP,2009,Adventure,0.02
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,DS,2010,Platform,0.02
Gon: BakuBakuBakuBaku Adventure,PS3,2012,Action,0.02
Style Book: Junior City,PS2,2002,Racing,0.02
Amatsumi Sora ni! Kumo no Hatate ni,PSP,2013,Adventure,0.02
Garfield's Nightmare,PC,2011,Role-Playing,0.02
Earth Seeker,PS3,2015,Action,0.02
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,WiiU,2013,Shooter,0.02
Lovely x Cation 1 & 2,PSP,2008,Simulation,0.02
Barbie as the Princess and the Pauper,GC,2003,Racing,0.02
Blood Bowl: Legendary Edition,PC,2006,Strategy,0.02
Tantei Opera: Milky Holmes,Wii,2010,Misc,0.02
Pirates of the Burning Sea,PS2,2006,Misc,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,Wii,2006,Misc,0.02
Mary King's Riding School 2,Game BoyA,2004,Shooter,0.02
Micro Machines V4,PSP,2010,Adventure,0.02
Entaku no Seito: The Eternal Legend,Wii,2007,Misc,0.02
New Atelier Rorona: Hajimari no Monogatari,3DS,2011,Shooter,0.02
WorldShift,DS,2008,Misc,0.02
The Crew: Wild Run,PSV,2016,Adventure,0.02
Casper's Scare School: Spooky Sports Day,DS,2008,Adventure,0.02
7 Roses: A Darkness Rises,PSP,2011,Adventure,0.02
My Hero: Doctor,PS3,2014,Sports,0.02
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,XB,2004,Puzzle,0.02
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,X360,2010,Adventure,0.02
Cabela's Alaskan Adventure,DS,2009,Adventure,0.02
Elf Bowling 1 & 2,PSP,2009,Strategy,0.02
Niko Puchi Girls Runway,SAT,1996,Misc,0.02
MotoGP 14,PS2,2008,Adventure,0.02
Bomberman 2,PC,2009,Strategy,0.02
Arabians Lost: The Engagement on Desert,PSV,2016,Adventure,0.02
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,PS2,2011,Adventure,0.02
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,3DS,2012,Action,0.02
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,GC,2002,Platform,0.02
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,PS2,2007,Adventure,0.02
Peggle Nights,PSP,2010,Adventure,0.02
Starry ? Sky: After Summer,PS2,2002,Racing,0.02
Puzzle Guzzle,DS,2006,Role-Playing,0.02
ESPN NFL Primetime 2002,PC,2016,Racing,0.02
Gallop Racer Inbreed,PS,1996,Adventure,0.02
Myth Makers: Super Kart GP,PC,2007,Platform,0.02
Red Ninja: End of Honor,X360,2012,Adventure,0.02
Ketsui: Kizuna Jigoku Tachi Extra,DS,2011,Platform,0.02
Frisbee Disc Freestyle / Frisbee Disc Golf,PC,2015,Action,0.02
Call of Duty: Modern Warfare Trilogy,DS,2007,Misc,0.02
The King of Fighters Collection: The Orochi Saga (JP sales),PC,2008,Role-Playing,0.02
Emergency 2012,DS,2010,Strategy,0.02
Command & Conquer 3: Kane's Wrath,PC,2009,Strategy,0.02
Suzumiya Haruhi-Chan no Mahjong,PS3,2013,Role-Playing,0.02
Tsuki no Hikari: Shizumeru Kane no Satsujin,XB,2006,Fighting,0.02
Aqua Panic!,PS2,2007,Racing,0.02
James Bond 007: Blood Stone,PSP,2007,Puzzle,0.02
Writing and Speaking Beautiful Japanese DS,PS,1995,Adventure,0.02
Sega Ages 2500 Series Vol. 26: Dynamite Deka,DS,2007,Adventure,0.02
Kong: The Animated Series,DS,N/A,Adventure,0.02
Heavy Fire: Afghanistan,DS,2009,Action,0.02
Let's Dance with Mel B,PSP,2010,Adventure,0.02
Agatha Christie: Death on the Nile,Game BoyA,2003,Sports,0.02
The Crew: Wild Run,X360,2012,Adventure,0.02
Toukiden 2,PS2,2002,Action,0.02
Koisuru Otome to Shugo no Tate Portable,PS2,2006,Adventure,0.02
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,X360,2011,Action,0.02
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Simulation,0.02
Iridium Runners,Game BoyA,2005,Misc,0.02
Ben 10 Omniverse 2,PSP,2011,Role-Playing,0.02
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",DS,2008,Shooter,0.02
Bakumatsu Renka: Karyuu Kenshi-den,PS2,2006,Adventure,0.02
Dancing on Ice,PC,2007,Role-Playing,0.02
Tiny Toon Adventures: Wacky Stackers,Wii,2008,Fighting,0.02
Princess Frontier Portable,PS3,2014,Role-Playing,0.02
Rock Blast,PS3,2012,Shooter,0.02
Touch Detective (JP sales),Wii,2011,Action,0.02
Tomb Raider: Legend,DS,2011,Adventure,0.02
Emergency Mayhem,DS,2011,Puzzle,0.02
Rising Zan: The Samurai Gunman,3DS,2015,Action,0.02
Mai-Otome Hime: Otome Butou Shi,Game BoyA,2005,Role-Playing,0.02
Robopon 2: Cross Version,PS4,2016,Action,0.02
TMNT: Mutant Melee,PC,2016,Shooter,0.02
Ultimate Puzzle Games,PSP,2013,Adventure,0.02
Combat Flight Simulator 3: Battle for Europe,XOne,2016,Role-Playing,0.02
Kimikare: New Semester,PS3,2012,Adventure,0.02
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PC,2006,Racing,0.02
Haneru no Tobira Wii: Girigirissu,PC,2011,Simulation,0.02
RoboCop,Wii,2009,Sports,0.02
Elminage II: Sousei no Megami to Unmei no Daichi,SAT,1998,Adventure,0.02
Lara Croft and the Temple of Osiris,PS3,2012,Action,0.02
Final Fantasy XIV: Heavensward,Game BoyA,2002,Sports,0.02
Grisaia no Rakuen: Le Eden de la Grisaia,PC,2012,Strategy,0.02
Seinaru Kana: Orichalcum no Na no Motoni,WiiU,2014,Shooter,0.02
NHL 2K3,DS,2007,Shooter,0.02
PDC World Championship Darts 2009,PSV,2015,Action,0.02
Tour de France 2014,PC,2011,Simulation,0.02
The Hustle: Detroit Streets,XB,2004,Action,0.02
Tail of the Sun,PSP,2011,Action,0.02
Canada Hunt,Wii,2008,Fighting,0.02
Space Channel 5: Ulala's Cosmic Attack,PSP,2013,Adventure,0.02
Airline Tycoon,3DS,2013,Adventure,0.02
Virtua Quest,PSP,2008,Misc,0.02
Disney Sports Basketball,DS,2008,Sports,0.02
Bejeweled Blitz,Game BoyA,2001,Platform,0.02
Ozzy & Drix,Game BoyA,2002,Racing,0.02
Barnyard Blast: Swine of the Night,XB,2005,Shooter,0.02
SBK09 Superbike World Championship,DS,2010,Adventure,0.02
Song of the Deep,PS,2001,Simulation,0.02
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PSP,2012,Role-Playing,0.02
Nobunaga no Yabou: Soutensoku with Power-Up Kit,Wii,2010,Adventure,0.02
Disney Sports Football,DS,2008,Adventure,0.02
Castle Shikigami 2,PSV,2016,Role-Playing,0.02
Wizardry Twin Pack,Wii,2007,Adventure,0.02
Rabbids Invasion: The Interactive TV Show,DS,2012,Action,0.02
Moe Star: Moeru Toudai Eigojuku,N64,1999,Sports,0.02
Gadget Racers (PAL),N64,2000,Puzzle,0.02
Pulse Racer,DS,2010,Simulation,0.02
Freestyle Metal X,PSP,2006,Strategy,0.02
Tegami Bachi: Kokoro Tsumugu Mono e,DS,2010,Racing,0.02
NEVES,PC,2006,Simulation,0.02
Unreal Tournament 2004,PS,2002,Adventure,0.02
NBA 07,PSP,2011,Adventure,0.02
Antiphona no Seikahime: Tenshi no Gakufu Op.A,DS,2009,Role-Playing,0.02
Rogue Trooper,PS2,2006,Platform,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS,1999,Action,0.02
Balls of Fury,PSV,2012,Action,0.02
50 Classic Games,PS3,2015,Misc,0.02
The Longest Journey,PSP,2011,Role-Playing,0.02
Eyeshield 21: Portable Edition,PSP,2006,Misc,0.02
Stronghold Legends,XB,2003,Racing,0.02
Kabushiki Baibai Trainer: Kabutore! Next,PSP,2010,Adventure,0.02
Machi: Unmei no Kousaten,PC,2012,Racing,0.02
Winning Post 8 2016,PSP,2012,Role-Playing,0.02
Golden Nugget Casino DS,PSP,2006,Misc,0.02
Machi-ing Maker 4,3DS,2011,Action,0.02
World Class RuGame Boyy 2: Kokunai Gekitou Hen '93,PSV,2014,Role-Playing,0.02
Pirates PlundArrr,PS4,2016,Action,0.02
Robotics;Notes,DS,2007,Simulation,0.02
Ketsui Death Label,DS,2008,Simulation,0.02
Prince of Stride,PSP,2012,Action,0.02
Syberia II,PS3,2013,Role-Playing,0.02
SD Gundam Force,XB,2005,Racing,0.02
Mechanic Master 2,PSV,2016,Adventure,0.02
Dungeons - The Dark Lord,GC,2002,Sports,0.02
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2007,Sports,0.02
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,PS4,2016,Action,0.02
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2010,Action,0.02
Lost: Via Domus,PSP,2013,Adventure,0.02
Monster High 13 Wishes,WiiU,2013,Fighting,0.02
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,Wii,2010,Racing,0.02
Planetarian: Chiisana Hoshi no Yume,Game BoyA,2006,Action,0.02
Roommate Asami: Okusama wa Joshikousei,PC,2016,Role-Playing,0.02
Cabbage Patch Kids: The Patch Puppy Rescue,PS2,2006,Simulation,0.02
Sarah: Keeper of the Unicorn,PS2,2008,Sports,0.02
Pirates: Legend of the Black Buccaneer,DS,2009,Puzzle,0.02
Back to the Future: The Game,PSP,2014,Adventure,0.02
Post Mortem,X360,2007,Strategy,0.02
Ultraman Star Chronicles,PC,2016,Simulation,0.02
Ginga Tetsudou 999 DS,PSP,2010,Adventure,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PC,2011,Strategy,0.02
Amagoushi no Yakata,Wii,2006,Puzzle,0.02
Aedis Eclipse: Generation of Chaos,PSP,2008,Role-Playing,0.02
This War of Mine,XB,2005,Misc,0.02
Franklin: A Birthday Surprise,PSP,2013,Adventure,0.02
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PS3,2014,Adventure,0.02
Without Warning,PC,2008,Simulation,0.02
Marvel Superheroes 3D: Grandmaster's Challenge,PSV,2015,Adventure,0.02
Suzunone Seven: Rebirth Knot,PS2,2004,Platform,0.02
Arslan: The Warriors of Legend,DS,2008,Strategy,0.02
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PC,2006,Simulation,0.02
Zoids Dash,PS2,2008,Role-Playing,0.02
Digimon Rumble Arena,PC,2006,Sports,0.02
Vitamin X Evolution Plus,PC,2005,Simulation,0.02
Disciples III: Renaissance,PSP,2012,Action,0.02
Revolution: 25th Anniversary Collection,3DS,2014,Action,0.02
MX vs. ATV Supercross Encore,PC,2010,Role-Playing,0.02
Final Fight: Streetwise,Wii,2010,Adventure,0.02
Goblin Commander: Unleash the Horde,PC,2012,Puzzle,0.02
Super Speed Machines,X360,2013,Shooter,0.02
Nano Diver,PC,2016,Action,0.02
Elkrone no Atelier: Dear for Otomate,PSP,2009,Simulation,0.02
DJ Star,DS,2007,Puzzle,0.02
Top Gear RPM Tuning,3DS,2015,Action,0.02
Cookie & Cream,PC,2009,Action,0.02
Memories Off: Yubikiri no Kioku,PS4,2015,Action,0.02
Otometeki Koi Kakumei * Love Revo!! DS,PC,2008,Sports,0.02
Clue / Mouse Trap / Perfection / Aggravation,DS,2007,Puzzle,0.02
Football Manager 2007,PS3,2013,Role-Playing,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PSV,2015,Strategy,0.02
Elven Legacy Collection,Wii,2011,Simulation,0.02
My Ballet Studio,PS2,2006,Action,0.02
Postman Pat: Special Delivery Service,PSV,2015,Action,0.02
Cross + Channel,DS,2014,Action,0.02
LEGO Star Wars II: The Original Trilogy,PC,2007,Strategy,0.02
Summer Challenge: Athletics Tournament,PC,2012,Role-Playing,0.02
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,Game BoyA,2001,Role-Playing,0.02
Just Cause,PC,2003,Shooter,0.02
Abunai: Koi no Sousa Shitsu,PSP,2011,Adventure,0.02
Let's Yoga!,XB,2004,Fighting,0.02
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS3,2012,Adventure,0.02
Memories Off: Yubikiri no Kikou,Wii,2008,Sports,0.02
L.G.S: Shinsetsu Houshinengi,PSP,2008,Role-Playing,0.02
Battle Engine Aquila,PC,2005,Shooter,0.02
Turbo: Super Stunt Squad,PSP,2007,Adventure,0.02
Hurry Up Hedgehog!,PC,2008,Shooter,0.02
Hands On! Tangrams,PS2,2010,Adventure,0.02
Puzzle Chronicles,PS4,2016,Sports,0.02
Discworld II: Mortality Bytes!,DS,2009,Action,0.02
One Piece Mansion,WiiU,2016,Platform,0.02
Uchi no 3 Shimai DS,PC,2011,Puzzle,0.02
Divinity: Original Sin,PC,2006,Strategy,0.02
Strike Witches: Shirogane no Tsubasa,PS3,2015,Action,0.02
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PC,2016,Adventure,0.02
Still Life 2,PS2,2006,Sports,0.02
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,PSV,2015,Action,0.02
Clock Zero: Shuuen no Ichibyou - ExTime,PS,1998,Sports,0.02
Moujuutsukai to Oujisama,PS4,2015,Action,0.02
Root Infinity Rexx,PS4,2016,Role-Playing,0.02
Cube,Wii,N/A,Racing,0.02
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PSP,2013,Fighting,0.02
Army Men: Major Malfunction,PSP,2010,Adventure,0.02
Dunamis 15,3DO,1995,Simulation,0.02
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,PC,2009,Shooter,0.02
Worms World Party,PS4,2016,Adventure,0.02
Yoake Yori Ruriiro na Portable,PS3,2011,Action,0.02
Big Bass Fishing,PS2,2008,Adventure,0.02
Reine des Fleurs,DS,2005,Platform,0.02
Gears of War,PC,2008,Strategy,0.02
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Game BoyA,2002,Strategy,0.02
Namco Museum 50th Anniversary (JP sales),XB,2005,Platform,0.02
Gummy Bears Magical Medallion,PSV,2015,Action,0.02
Colin McRae Rally 2005,DS,2008,Simulation,0.02
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,3DS,2015,Strategy,0.02
LEGO Star Wars: The Video Game,PSP,2008,Role-Playing,0.02
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PC,2003,Strategy,0.02
Dark Void,PSV,2015,Action,0.02
Chou!! Super Nep League DS,GC,2003,Racing,0.02
Irritating Stick,PC,2015,Misc,0.02
WTA Tour Tennis,PSV,2016,Action,0.02
Kaleidoeve,Wii,2009,Shooter,0.02
